id,name,skills,location,preferred_field
4626,Anthony Cooper,"SQL, Python, HTML, C++, React",East Curtismouth,Mobile Development
4627,Amber Fernandez,"Python, C++",Lake Elizabeth,Cybersecurity
4628,Anthony Blevins,"SQL, R, Machine Learning, Java",East Juanstad,Mobile Development
4629,Darrell Rodriguez,"C++, Machine Learning, SQL, R",Rebeccaside,Data Science
4630,Walter Austin,"Machine Learning, SQL, TensorFlow, CSS",East Danielstad,Data Science
4631,Steve Miller,"Python, HTML, React, TensorFlow",New John,Cybersecurity
4632,Leah Welch,"Machine Learning, C++, Java, TensorFlow, HTML",West Brent,Mobile Development
4633,Angela Reynolds,"Java, R, TensorFlow, HTML",East Jennifer,AI/ML
4634,Dustin Keller,"HTML, R, TensorFlow",East Josephtown,Mobile Development
4635,Ryan Buck,"TensorFlow, R, CSS",Beckerborough,Mobile Development
4636,Michelle Smith,"R, TensorFlow, Machine Learning, SQL",New Shellyhaven,AI/ML
4637,Jared Wade,"SQL, Python, Machine Learning, TensorFlow, Java",Lake Deanna,Cybersecurity
4638,Rebecca Thompson,"Machine Learning, React",Velasquezland,Mobile Development
4639,Tracy Woods,"TensorFlow, HTML, R, React",North Davidhaven,Mobile Development
4640,Jesse Jackson,"HTML, TensorFlow, CSS, Python",Teresachester,Cybersecurity
4641,Kristen Crawford,"React, C++, SQL, Python",West Vanessa,Mobile Development
4642,Jessica Skinner MD,"HTML, TensorFlow, React, Machine Learning, SQL",South Donaldmouth,Web Development
4643,Yolanda Wilkinson,"Java, Python, C++, R, HTML",Morganmouth,AI/ML
4644,Chelsea Davis,"Java, Machine Learning",Johnview,Cybersecurity
4645,Laura Rowe,"Java, CSS, Machine Learning, Python",New Jason,Cybersecurity
4646,Kathryn Gonzalez,"React, Python, R",Dakotafurt,Cybersecurity
4647,Jeff Harris,"React, CSS, Python, Java",Port Phillip,AI/ML
4648,Mrs. Andrea Rivers,"TensorFlow, C++, R, Java, Machine Learning",Patriciamouth,Cybersecurity
4649,Kathleen Ross,"C++, React",Johnton,Mobile Development
4650,Rachel Schultz,"CSS, Java, SQL, HTML, TensorFlow",East Jeremyville,Cybersecurity
4651,David Smith,"React, CSS",Lake Donaldstad,AI/ML
4652,Sean Cowan,"CSS, React",East Hannahview,Web Development
4653,Gwendolyn Morgan,"C++, Python",Anthonychester,Cybersecurity
4654,Richard Mcdonald,"React, C++, CSS",Port Kayla,Data Science
4655,Joan Galvan,"R, HTML, CSS, Machine Learning, C++",Jacksonburgh,Data Science
4656,Brandi Mckinney,"Java, TensorFlow, React",Johnsonton,AI/ML
4657,Martha Edwards,"Java, Python, CSS, R",Bradchester,Cybersecurity
4658,Jesus Goodman MD,"HTML, R, SQL, Python, CSS",East Kayleehaven,Cybersecurity
4659,Ralph Smith,"CSS, React, C++",Watsonchester,Web Development
4660,Cynthia Sanders,"SQL, R, HTML, Java",Lake Jason,Mobile Development
4661,Morgan Davis,"HTML, Python, SQL",Lake Robertfort,Data Science
4662,James Garrett,"React, C++, R",South Matthew,AI/ML
4663,Jasmine Williams,"React, TensorFlow",East Katherineshire,Cybersecurity
4664,Donna Ellis,"React, TensorFlow, Python",Petermouth,Mobile Development
4665,Wesley Anderson,"TensorFlow, Machine Learning",Wilkersonport,AI/ML
4666,Jason Williams,"TensorFlow, Machine Learning, Python, C++",North Candiceview,Web Development
4667,Carol Malone,"CSS, Machine Learning, Java",West Robertborough,Data Science
4668,Jeffrey Wang,"SQL, TensorFlow",West Williamport,Web Development
4669,Jamie Park,"React, Python",West Amberbury,Cybersecurity
4670,Kevin Lawrence,"HTML, Machine Learning, SQL",Fordfurt,Mobile Development
4671,Christian Rodriguez,"Java, CSS, R, HTML, TensorFlow",North Jason,Mobile Development
4672,Paula Mccall,"C++, TensorFlow, Java",Whiteport,Mobile Development
4673,Erin Johnson,"C++, React, TensorFlow",Dixonton,Cybersecurity
4674,Amy Thompson,"C++, Python, React, R, HTML",West Deborah,Cybersecurity
4675,Gregory Graham,"TensorFlow, Python",New Brendaton,Cybersecurity
4676,Bernard Waters,"Machine Learning, CSS, C++, React",South Angela,Mobile Development
4677,Amy White,"R, TensorFlow, Machine Learning, C++",Wilsonside,Cybersecurity
4678,Lauren Escobar,"React, R, SQL",Johnsonton,AI/ML
4679,Christopher Wiggins,"CSS, Python, SQL",Lake Kaylachester,AI/ML
4680,Toni Clark,"CSS, TensorFlow, Java, Python, R",Buckburgh,AI/ML
4681,Christopher Wallace MD,"Machine Learning, Python",Melissabury,Cybersecurity
4682,George Lopez,"TensorFlow, Python",Rhodesshire,AI/ML
4683,Jason Greer,"R, Machine Learning",New Adam,Cybersecurity
4684,Michael Baldwin,"Python, TensorFlow, C++, SQL",North Shariland,Cybersecurity
4685,Cindy Gonzalez,"Python, R",Lake Jeremy,Cybersecurity
4686,Mark Stewart,"Machine Learning, Java, HTML, R, CSS",Christopherport,AI/ML
4687,Kevin Romero,"C++, SQL, R, Java",Hernandezborough,Data Science
4688,Ryan Webb,"Machine Learning, TensorFlow",Woodstown,Mobile Development
4689,Maria Glover,"HTML, R, Python, CSS, Java",Lake Scott,Mobile Development
4690,Robert Smith,"CSS, React, Java",North Davidton,AI/ML
4691,Ashley Gonzalez,"HTML, React",Port Lauraland,Cybersecurity
4692,Paula Howard,"CSS, HTML",North Janeberg,Web Development
4693,Tiffany Munoz,"TensorFlow, Machine Learning",Martinezside,AI/ML
4694,James Reed,"Python, React, Machine Learning, R",Josephport,Web Development
4695,Brandy Day,"R, React, HTML",Millerberg,Mobile Development
4696,Jasmine Kirby,"React, Machine Learning, TensorFlow, HTML",Castillofurt,Data Science
4697,Kevin Vargas,"C++, Python, React",West Davidburgh,Cybersecurity
4698,Angelica Callahan,"SQL, C++, Python, R, Java",Williamsborough,Cybersecurity
4699,Joshua Cruz,"HTML, React, C++, Machine Learning, TensorFlow",Lake Steven,Data Science
4700,Kimberly Garner,"Java, SQL, HTML, Machine Learning",Meganhaven,Cybersecurity
4701,Patricia Smith,"React, R",West Keithmouth,Cybersecurity
4702,Stephanie Wu,"C++, CSS, React",Kaitlynborough,Web Development
4703,Wendy Miller,"C++, CSS, Machine Learning, TensorFlow",Graybury,Cybersecurity
4704,Patrick Jones,"C++, Java, React, HTML, Python",Lake Douglasshire,Web Development
4705,Abigail Baker,"Machine Learning, Python, C++, R",New Jotown,Cybersecurity
4706,Mr. Michael Ortiz,"R, C++",South Pennyfurt,Mobile Development
4707,Hector Richardson,"SQL, React",Ashleymouth,Data Science
4708,Alexandra Johnson,"Java, React, Machine Learning, CSS, TensorFlow",North Debra,Data Science
4709,Sandra Trevino,"Python, Java",South Robert,AI/ML
4710,Nathan Rivera,"CSS, Java, SQL",South Kristenbury,Web Development
4711,Matthew Martinez,"HTML, React",Lake Lindatown,Cybersecurity
4712,Erin Keller,"HTML, Java, C++, TensorFlow",Alexandraton,Mobile Development
4713,Christina Allen,"Machine Learning, R",South Charles,Cybersecurity
4714,Justin Hamilton,"TensorFlow, SQL, Python, Java, React",Osbornshire,Mobile Development
4715,Sarah Daniels,"Python, TensorFlow, SQL, CSS",North Mark,Data Science
4716,Tom Mccullough,"Python, CSS, SQL, TensorFlow",Bakerville,AI/ML
4717,Erika Mayo,"SQL, HTML, React, Machine Learning",Flowersville,Cybersecurity
4718,Steven Kent,"C++, TensorFlow, HTML, Machine Learning, R",Bennettmouth,Cybersecurity
4719,Justin Vance,"React, TensorFlow, HTML",Amberstad,Web Development
4720,Carlos Clayton,"SQL, React, CSS, HTML, R",Alisonberg,Data Science
4721,Andrea Green,"R, CSS, Python, HTML, React",Jamesport,Cybersecurity
4722,Lindsey Johnson,"R, React, C++, HTML, Machine Learning",Courtneyfort,Web Development
4723,Jennifer Young,"React, Machine Learning",North Andrew,AI/ML
4724,Pamela Cochran,"CSS, Java, TensorFlow, Machine Learning",Englishstad,Mobile Development
4725,Michelle Skinner,"Java, Machine Learning",Natalieburgh,Cybersecurity
4726,Darlene Richmond,"R, Java, HTML, React",Barbermouth,Web Development
4727,Tara Erickson,"C++, R, SQL, TensorFlow",South Casey,Cybersecurity
4728,Diane Lane,"SQL, Java, CSS, TensorFlow",Robertland,Cybersecurity
4729,Mr. Travis Coleman,"TensorFlow, Java, Python, R",Lake Kimberly,Data Science
4730,Amy Cox,"SQL, HTML, Java, CSS, C++",Jameschester,AI/ML
4731,Sarah Robinson,"Java, HTML, C++, R, CSS",Huertaside,AI/ML
4732,Vicki Thompson,"Java, Machine Learning, R, React",South Stephanieberg,Cybersecurity
4733,Eric Miller,"HTML, C++, R, Machine Learning",East Danielhaven,Mobile Development
4734,Thomas Whitaker,"Java, SQL, R",Holmeshaven,Cybersecurity
4735,Sarah Buck,"CSS, Machine Learning, React, TensorFlow, C++",Port Molly,Data Science
4736,Jason Mack,"HTML, Java, C++",East Jordanville,Web Development
4737,Michael Marsh,"Python, React, Machine Learning",Bruceview,AI/ML
4738,Thomas Orozco,"React, Java, TensorFlow",Pamelashire,AI/ML
4739,Shane Saunders,"TensorFlow, Python, React, CSS, HTML",Connieville,Cybersecurity
4740,Kimberly Harper,"CSS, C++, Machine Learning, R",North Josephshire,Cybersecurity
4741,William Reyes,"Machine Learning, Java, CSS, C++",Alexanderhaven,Mobile Development
4742,Timothy Scott,"SQL, TensorFlow, CSS, Java",West Derrickburgh,Data Science
4743,Shane Mayer,"SQL, R, C++, React",Leeside,Mobile Development
4744,Brandon Acosta,"HTML, Java",West Trevor,Mobile Development
4745,Margaret Hill,"CSS, HTML, C++, TensorFlow, Java",Lake Alexanderborough,Web Development
4746,Brent Gonzales,"TensorFlow, CSS, Java, R, C++",Lake Jeffrey,AI/ML
4747,Matthew Mercer,"TensorFlow, C++, SQL, Python, HTML",North Harry,Mobile Development
4748,Robert Hansen,"Java, React",Paulville,Cybersecurity
4749,Diane Hart,"TensorFlow, C++, CSS, Python, SQL",Suzannemouth,AI/ML
4750,Robert Johnson,"HTML, Python",Mayertown,Cybersecurity
4751,Amy Jones,"C++, React",Paulborough,Data Science
4752,Lynn Hull,"Java, C++, CSS",Audreyburgh,Mobile Development
4753,Travis Webb,"Python, Machine Learning, C++",New Cynthiaview,Mobile Development
4754,Jesse Brown,"React, Python",Coxhaven,Cybersecurity
4755,Justin Mcmillan,"C++, React, R",East Marytown,Data Science
4756,Victoria Boyd,"R, C++",Tammyside,AI/ML
4757,Hunter Johnson,"Java, C++, HTML, TensorFlow, React",South Kristenfort,Data Science
4758,Betty Kim,"HTML, Java, React, Python",North Michaelville,Web Development
4759,Scott Yang,"Machine Learning, Java",East Allison,AI/ML
4760,Timothy Davis,"HTML, Python, R, Java",South Paulaborough,Cybersecurity
4761,Karen Cochran,"C++, HTML, Machine Learning, R, React",Castanedamouth,Data Science
4762,Melissa Hill,"R, TensorFlow, CSS",Sullivanbury,Cybersecurity
4763,Gregory Evans,"CSS, TensorFlow",New Ryanshire,Web Development
4764,Traci Valenzuela,"R, C++, CSS, React, SQL",East Darleneland,Cybersecurity
4765,Eric Freeman,"Python, Machine Learning, R, React, TensorFlow",Valeriehaven,AI/ML
4766,Patricia Brown,"CSS, SQL, TensorFlow, Python",Thomasmouth,Data Science
4767,Eric Serrano,"Python, TensorFlow",North Davidport,Mobile Development
4768,Sara Graham,"CSS, C++, Java, Python",Taylorville,Cybersecurity
4769,Brittney Bartlett,"TensorFlow, CSS",North Emily,Mobile Development
4770,Debbie Martinez,"C++, Java, CSS",Lake Kathleen,Data Science
4771,Melanie Powell,"HTML, SQL, C++",Joeshire,Cybersecurity
4772,Margaret Phillips,"C++, Python",East Albertstad,AI/ML
4773,Isaiah Mosley,"HTML, R",Mcbrideport,Web Development
4774,Toni Owens,"Python, R, React, C++, Java",Tapiaville,AI/ML
4775,Tiffany Jackson,"Machine Learning, Python, SQL, C++",Muellerborough,Web Development
4776,Matthew Edwards,"Machine Learning, React, HTML",Mcgeeton,Mobile Development
4777,Darren Moore,"React, Python, C++, Java, Machine Learning",Lake Benjamin,Web Development
4778,Justin Vazquez,"TensorFlow, Python",New Angelica,AI/ML
4779,Kevin Mills,"C++, SQL, HTML",Johnnyhaven,Mobile Development
4780,Rebecca Gallagher,"HTML, Python",West Sheilashire,Cybersecurity
4781,Sydney Vincent,"CSS, C++",Hortonfort,AI/ML
4782,Tristan Robinson,"SQL, CSS, Machine Learning",Bairdland,Data Science
4783,Robin Morris,"Machine Learning, CSS, C++",Lake Martin,AI/ML
4784,William Bell,"Python, Java, SQL, React, TensorFlow",Stephenton,Cybersecurity
4785,Stephen Brown II,"Java, R",Davidland,AI/ML
4786,Reginald Brown,"Java, CSS, Machine Learning",North Linda,Web Development
4787,Julie Davis,"CSS, Python, Java, React",Lake Angelaberg,Web Development
4788,Karina Acosta,"R, Python, HTML",North Davidburgh,Data Science
4789,Laura Collier,"React, SQL, C++",East Anna,Mobile Development
4790,Vanessa Hudson,"React, C++, CSS",Hernandezbury,AI/ML
4791,Ashley Sharp,"TensorFlow, Java, R, HTML",Port David,Cybersecurity
4792,Amy Morrison,"C++, HTML",East Tracy,Mobile Development
4793,Sean Valdez,"React, HTML, Java, Python",West Garytown,Web Development
4794,Linda Rangel,"R, Java, C++, SQL",North Dennis,Cybersecurity
4795,Luke Cole,"React, Java, HTML, CSS",East Tombury,Data Science
4796,Erica Meyer,"Python, HTML",North Jefffort,Cybersecurity
4797,Benjamin Spencer,"Python, CSS, R",Port Dustintown,Cybersecurity
4798,Eric Raymond,"Python, Java, SQL, Machine Learning, React",New Kenneth,Data Science
4799,Kathy Wright,"Java, Machine Learning, React",West Shannon,AI/ML
4800,Sean Greer,"Python, C++",Millerberg,Mobile Development
4801,Daniel Garza,"TensorFlow, HTML, Machine Learning, CSS",Diazborough,Data Science
4802,Albert Mclean,"SQL, HTML, R, TensorFlow, Python",Hughesborough,Mobile Development
4803,Heidi Bell,"Machine Learning, HTML, React",Castroborough,Mobile Development
4804,James Hawkins,"Java, TensorFlow",Dorseyview,Cybersecurity
4805,Thomas Evans,"Python, Machine Learning",Hugheston,Mobile Development
4806,Richard Wong,"Python, C++, TensorFlow, React, Java",West Williefurt,Data Science
4807,Denise Navarro,"R, SQL, Python, CSS",Port Max,AI/ML
4808,Jeffrey Cohen,"Machine Learning, Java, SQL",South Nicholemouth,Mobile Development
4809,Thomas Richardson,"R, HTML",Donaldview,AI/ML
4810,Maria Holmes,"CSS, Java",East Brian,Data Science
4811,Erin Edwards,"HTML, React",Bowmanport,Data Science
4812,William Johnson,"Java, TensorFlow",Raymondberg,AI/ML
4813,Michael Williams,"Python, Machine Learning",Port Jacquelineburgh,Mobile Development
4814,Craig Smith DDS,"React, C++, Machine Learning, CSS",North Michael,Mobile Development
4815,John Grant DDS,"TensorFlow, R, Java, React",West Jerry,AI/ML
4816,Jason Cox,"Python, CSS, React",Carlsonside,AI/ML
4817,Abigail Rose,"C++, Machine Learning, HTML",Collinsborough,AI/ML
4818,Tammy Wood,"SQL, R, React",New Michaelberg,Web Development
4819,Zachary Olson,"React, Java, CSS, SQL",South Tiffanyhaven,Web Development
4820,Laura Williams,"TensorFlow, HTML",Sarahville,AI/ML
4821,Christina Sanchez,"SQL, Machine Learning",Nelsonhaven,Cybersecurity
4822,Robert Ross,"Python, HTML, SQL",Walkermouth,Data Science
4823,Kelly Campbell,"Machine Learning, SQL",South Kevinshire,Cybersecurity
4824,Elizabeth Le,"React, Python, Java, TensorFlow, R",Foxview,AI/ML
4825,Michael Fisher,"Java, SQL, React, TensorFlow",Lake Kelli,Data Science
4826,Brent Wiggins,"React, R",Robertberg,Cybersecurity
4827,James Sanchez,"HTML, SQL",North Matthew,AI/ML
4828,Samantha Chapman,"TensorFlow, C++",New Stephanie,Web Development
4829,Casey Nelson,"Machine Learning, Java",Port Sabrina,Cybersecurity
4830,Bob Gilbert,"HTML, Python, C++, Machine Learning",Jessicaburgh,Mobile Development
4831,Matthew Barnes,"R, TensorFlow, C++, React",Abigailberg,Web Development
4832,Dennis Smith,"CSS, React",Lake Sergiofurt,Web Development
4833,Benjamin Torres,"HTML, Python, TensorFlow, Machine Learning, Java",New Jennifer,AI/ML
4834,Nicole Turner,"Python, CSS, React",South Adam,Mobile Development
4835,Paige Ball,"Java, CSS, C++, R",West Zachary,Cybersecurity
4836,Thomas Martinez,"SQL, Java, R",Sherylchester,Cybersecurity
4837,Jennifer Cox,"CSS, C++, Java, HTML, React",South Michael,Mobile Development
4838,Matthew Cherry,"React, Java",Turnerside,Data Science
4839,Megan Wilson,"TensorFlow, C++",Kathleenborough,Cybersecurity
4840,Nicholas Smith,"HTML, SQL, Python",Russellmouth,Cybersecurity
4841,Kerry Morgan,"React, Java, TensorFlow, Python, CSS",New Daniel,Mobile Development
4842,Michael Brock,"Machine Learning, TensorFlow, CSS, React, R",Hernandezshire,Web Development
4843,Pamela Jensen,"SQL, C++, React, HTML",West Joannashire,Cybersecurity
4844,Diana Barajas,"R, C++, React, Machine Learning, HTML",Sarahfort,Mobile Development
4845,Christine Wright,"Java, SQL, CSS, React, Machine Learning",South Saraport,Cybersecurity
4846,David Gomez,"C++, TensorFlow, Python, R, CSS",East Destinyshire,Mobile Development
4847,Sabrina Cobb,"R, Python, HTML, TensorFlow, Java",South William,Web Development
4848,Jacqueline Gay,"HTML, Java",East Jeremy,Web Development
4849,Kyle Waters,"CSS, React, HTML",Port Stephanie,Cybersecurity
4850,Rebecca Price,"CSS, Machine Learning, TensorFlow, React, Python",East Nathanielside,Mobile Development
4851,Denise Estrada,"Java, TensorFlow, Machine Learning",Dylanville,Mobile Development
4852,John Gomez,"Python, React, R, C++",Katrinafort,Data Science
4853,Richard Jones,"Python, Machine Learning, SQL",Nicholashaven,AI/ML
4854,Kimberly Davis,"CSS, SQL",Julialand,Data Science
4855,Wendy Arnold,"Java, React, CSS",Jadestad,Web Development
4856,Andrew Turner,"TensorFlow, React, Machine Learning, Java",Holmesport,AI/ML
4857,James Shields,"Machine Learning, Java, C++, HTML",Lake Christopher,Mobile Development
4858,Brandon Howell,"TensorFlow, Python",East Markville,Cybersecurity
4859,Andrew Guerra,"R, Python, SQL, HTML, CSS",Moniqueberg,Cybersecurity
4860,Melissa Wilcox,"CSS, HTML, Python, SQL",Lake Steven,AI/ML
4861,Corey Elliott,"SQL, HTML, Java, Machine Learning, TensorFlow",Martinland,Data Science
4862,John Robinson,"CSS, R, HTML, SQL, Machine Learning",New Stephanieport,Mobile Development
4863,Joshua Underwood,"SQL, Machine Learning",Williamton,AI/ML
4864,Hannah Scott,"CSS, Java, R",Francisfort,Data Science
4865,Suzanne Morgan,"Python, Machine Learning, CSS, React, C++",Lake Melissa,Web Development
4866,Gabriel Hill,"CSS, TensorFlow, Python, Java",Lake Jacquelineburgh,Web Development
4867,Rebecca Gibson,"C++, R, HTML",Shawnshire,AI/ML
4868,Jeremiah Frye,"SQL, CSS",New Markhaven,Cybersecurity
4869,Randy Ortega,"Machine Learning, SQL, React, CSS, R",Garciabury,Mobile Development
4870,Brian Morrow,"Java, R, TensorFlow",West Larrystad,Mobile Development
4871,Bethany Garcia,"TensorFlow, Java, Python, React",Derrickville,AI/ML
4872,Jessica Smith,"Machine Learning, Java",Mariaview,Mobile Development
4873,Christopher Rodriguez,"Machine Learning, React, Python, TensorFlow, C++",East Adam,Cybersecurity
4874,Carol Smith,"SQL, R, HTML",East Philip,Mobile Development
4875,John Waters,"R, React, SQL",West Wayne,Data Science
4876,Alicia Owens,"HTML, SQL, React, TensorFlow",Briannafurt,Cybersecurity
4877,Madeline Reese,"C++, HTML, Machine Learning, SQL, React",Rogersland,Cybersecurity
4878,Danielle King,"React, CSS",West Laurie,Mobile Development
4879,Alejandro Bradley,"Python, React, TensorFlow",South Brooke,Mobile Development
